STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
ALABAMA,1,101380,Etowah County,10138000507,West End High Sch,72,85-89,.,.,.,.,.,.,1,PS,.,.,71,85-89,10,GE50,42,80-89,.,.,01JUL17
ALABAMA,1,101380,Etowah County,10138001662,Hokes Bluff High Sch,104,GE95,.,.,.,.,1,PS,.,.,.,.,103,GE95,16,GE80,44,GE90,.,.,01JUL17
ALABAMA,1,101410,Eufaula City,10141000511,Eufaula High Sch,205,84,.,.,2,PS,113,85-89,6,GE50,.,.,84,85-89,28,21-39,127,80-84,2,PS,01JUL17
ALABAMA,1,101440,Fairfield City,10144000516,Fairfield High Preparatory Sch,167,80-84,.,.,.,.,164,85-89,1,PS,.,.,2,PS,22,40-59,136,85-89,.,.,01JUL17
ALABAMA,1,101470,Fayette County,10147000521,Berry High Sch,44,80-89,.,.,.,.,1,PS,.,.,.,.,43,80-89,7,LT50,28,GE80,.,.,01JUL17
ALABAMA,1,101470,Fayette County,10147000525,Hubbertville Sch,24,GE80,.,.,.,.,.,.,1,PS,.,.,23,GE80,.,.,16,GE80,1,PS,01JUL17
ALABAMA,1,101470,Fayette County,10147001787,Fayette Co High Sch,109,85-89,.,.,.,.,28,GE80,.,.,.,.,81,80-84,14,GE50,56,70-79,.,.,01JUL17
ALABAMA,1,101530,Florence City,10153000528,Florence High Sch,352,94,.,.,4,PS,104,90-94,21,GE80,6,GE50,217,90-94,35,40-49,148,85-89,2,PS,01JUL17
ALABAMA,1,101530,Florence City,10153000531,Florence Freshman Ctr,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,1,PS,4,PS,.,.,01JUL17
ALABAMA,1,101560,Fort Payne City,10156000538,Fort Payne High Sch,205,98,1,PS,1,PS,13,GE50,54,GE90,3,PS,133,GE95,12,GE50,125,GE95,5,PS,01JUL17
ALABAMA,1,101590,Franklin County,10159000541,Belgreen High Sch,38,80-89,1,PS,.,.,.,.,4,PS,.,.,33,80-89,4,PS,15,GE50,3,PS,01JUL17
ALABAMA,1,101590,Franklin County,10159000542,East Franklin Jr High Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,01JUL17
ALABAMA,1,101590,Franklin County,10159000544,Phil Campbell High Sch,66,85-89,.,.,.,.,.,.,1,PS,.,.,65,85-89,13,GE50,26,60-79,.,.,01JUL17
ALABAMA,1,101590,Franklin County,10159000545,Red Bay High Sch,45,GE90,.,.,.,.,1,PS,.,.,.,.,44,GE90,7,GE50,11,GE50,.,.,01JUL17
ALABAMA,1,101590,Franklin County,10159000548,Vina High Sch,25,GE80,.,.,.,.,.,.,.,.,.,.,25,GE80,3,PS,8,GE50,.,.,01JUL17
ALABAMA,1,101590,Franklin County,10159001869,Tharptown High Sch,50,80-89,.,.,.,.,.,.,12,GE50,.,.,38,80-89,6,GE50,21,60-79,3,PS,01JUL17
ALABAMA,1,101620,Gadsden City,10162001368,C I T Y Prog,12,LT50,.,.,.,.,4,PS,1,PS,.,.,7,LT50,2,PS,9,LT50,.,.,01JUL17
ALABAMA,1,101620,Gadsden City,10162001824,Gadsden City High Sch,415,82,2,PS,8,GE50,216,80-84,33,80-89,5,PS,151,75-79,51,30-39,256,75-79,5,PS,01JUL17
ALABAMA,1,101640,Geneva City,10164000567,Geneva High Sch,77,90-94,1,PS,.,.,7,GE50,.,.,1,PS,68,90-94,7,LT50,44,80-89,.,.,01JUL17
ALABAMA,1,101660,Geneva County,10166000570,Geneva Co High Sch,65,80-84,.,.,.,.,11,GE50,1,PS,.,.,53,80-89,9,LT50,35,70-79,.,.,01JUL17
ALABAMA,1,101660,Geneva County,10166000571,Samson High Sch,64,90-94,.,.,.,.,11,GE50,6,GE50,.,.,47,GE90,7,GE50,50,80-89,.,.,01JUL17
ALABAMA,1,101660,Geneva County,10166001519,Slocomb High Sch,104,90-94,.,.,.,.,11,GE50,4,PS,.,.,89,90-94,20,60-79,48,80-89,1,PS,01JUL17
ALABAMA,1,101680,Greene County,10168000576,Greene Co High Sch,99,80-84,.,.,1,PS,97,80-84,1,PS,.,.,.,.,14,GE50,81,80-84,.,.,01JUL17
ALABAMA,1,101690,Guntersville City,10169000582,Guntersville High Sch,134,90-94,.,.,7,GE50,17,GE80,9,GE50,6,GE50,95,90-94,4,PS,54,80-89,3,PS,01JUL17
ALABAMA,1,101710,Hale County,10171000588,Hale Co High Sch,114,85-89,1,PS,.,.,43,80-89,3,PS,2,PS,65,85-89,9,LT50,108,85-89,1,PS,01JUL17
ALABAMA,1,101710,Hale County,10171002162,Greensboro High Sch,120,90-94,.,.,.,.,118,90-94,.,.,.,.,2,PS,7,GE50,117,90-94,.,.,01JUL17
ALABAMA,1,101720,Haleyville City,10172000594,Haleyville High Sch,127,85-89,1,PS,.,.,1,PS,10,GE50,.,.,115,90-94,9,LT50,66,80-84,1,PS,01JUL17
ALABAMA,1,101730,Hartselle City,10173000599,Hartselle High Sch,209,93,2,PS,2,PS,11,GE50,6,GE50,.,.,188,90-94,12,GE50,46,80-89,1,PS,01JUL17
ALABAMA,1,101740,Henry County,10174000600,Abbeville High Sch,66,85-89,.,.,.,.,41,80-89,2,PS,.,.,23,GE80,11,GE50,56,80-89,1,PS,01JUL17
ALABAMA,1,101740,Henry County,10174000604,Headland High Sch,148,GE95,.,.,1,PS,28,GE80,1,PS,2,PS,116,GE95,14,GE50,59,GE90,.,.,01JUL17
ALABAMA,1,101740,Henry County,10174000605,Headland Middle Sch,2,PS,.,.,.,.,.,.,.,.,.,.,2,PS,.,.,2,PS,.,.,01JUL17
ALABAMA,1,101760,Homewood City,10176000608,Homewood High Sch,230,93,.,.,11,GE50,62,90-94,14,GE50,2,PS,141,GE95,15,LT50,59,GE90,2,PS,01JUL17
ALABAMA,1,101770,Houston County,10177000611,Ashford High Sch,105,85-89,.,.,.,.,23,GE80,1,PS,1,PS,80,85-89,11,GE50,72,85-89,.,.,01JUL17
ALABAMA,1,101770,Houston County,10177000612,Cottonwood High Sch,64,90-94,.,.,.,.,16,GE80,.,.,.,.,48,GE90,5,PS,37,80-89,.,.,01JUL17
ALABAMA,1,101770,Houston County,10177000614,Houston Co High Sch,48,80-89,1,PS,.,.,19,GE80,3,PS,1,PS,24,60-79,10,GE50,37,80-89,.,.,01JUL17
ALABAMA,1,101770,Houston County,10177000615,Rehobeth High Sch,164,90-94,1,PS,.,.,14,GE50,6,GE50,.,.,143,90-94,16,60-79,76,80-84,.,.,01JUL17
ALABAMA,1,101770,Houston County,10177000617,Wicksburg High Sch,86,90-94,1,PS,.,.,7,GE50,3,PS,.,.,75,GE95,9,LT50,36,80-89,.,.,01JUL17
ALABAMA,1,101800,Huntsville City,10180000629,Virgil Grissom High Sch,462,87,2,PS,19,GE80,60,70-79,38,80-89,35,80-89,308,89,47,40-49,116,75-79,8,GE50,01JUL17
ALABAMA,1,101800,Huntsville City,10180000631,Huntsville High Sch,504,91,3,PS,13,GE50,93,75-79,26,GE80,16,GE80,353,95,29,40-59,119,75-79,3,PS,01JUL17
ALABAMA,1,101800,Huntsville City,10180000636,Lee High Sch,245,84,2,PS,2,PS,167,85-89,15,GE50,11,GE50,48,70-79,30,40-59,117,75-79,1,PS,01JUL17
ALABAMA,1,101800,Huntsville City,10180001374,New Century Tech Demo High Sch,70,GE95,.,.,3,PS,36,GE90,6,GE50,5,PS,20,GE80,3,PS,22,GE80,1,PS,01JUL17
ALABAMA,1,101800,Huntsville City,10180001651,Columbia High School,256,86,.,.,4,PS,170,85-89,30,GE80,11,GE50,41,70-79,26,60-79,90,75-79,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183000662,North Sand Mt Sch,74,90-94,8,GE50,.,.,.,.,3,PS,.,.,63,GE95,6,GE50,48,GE90,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183000663,Paint Rock Valley High Sch,8,GE50,2,PS,.,.,.,.,.,.,.,.,6,GE50,.,.,4,PS,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183000667,Section High Sch,71,90-94,17,GE80,.,.,.,.,1,PS,.,.,53,80-89,5,PS,41,GE90,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183000668,Skyline High Sch,36,GE90,1,PS,.,.,.,.,4,PS,.,.,31,GE90,3,PS,16,GE80,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183000671,Woodville High Sch,42,GE90,4,PS,.,.,.,.,2,PS,1,PS,35,80-89,2,PS,25,GE80,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183001532,Pisgah High Sch,98,90-94,22,GE80,1,PS,.,.,.,.,.,.,75,90-94,5,PS,32,80-89,.,.,01JUL17
ALABAMA,1,101830,Jackson County,10183001751,North Jackson High Sch,124,75-79,6,GE50,.,.,13,GE50,5,PS,2,PS,98,80-84,15,LT50,92,70-74,.,.,01JUL17
ALABAMA,1,101860,Jacksonville City,10186000673,Jacksonville High Sch,111,90-94,1,PS,4,PS,37,80-89,1,PS,1,PS,67,90-94,14,GE50,48,80-89,.,.,01JUL17
ALABAMA,1,101890,Jasper City,10189000678,Walker High Sch,210,91,.,.,1,PS,38,80-89,9,GE50,6,GE50,156,90-94,20,21-39,85,80-84,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000469,Clay-Chalkville High Sch,394,87,1,PS,4,PS,211,85-89,18,GE80,1,PS,159,85-89,44,70-79,185,80-84,7,GE50,01JUL17
ALABAMA,1,101920,Jefferson County,10192000698,Corner High Sch,147,90-94,1,PS,.,.,2,PS,3,PS,.,.,141,90-94,24,40-59,43,80-89,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000702,Erwin High Sch,213,84,.,.,.,.,200,85-89,10,GE50,2,PS,1,PS,46,50-59,178,80-84,3,PS,01JUL17
ALABAMA,1,101920,Jefferson County,10192000704,Fultondale High Sch,76,80-84,.,.,1,PS,21,GE80,18,GE80,.,.,36,70-79,14,GE50,54,80-89,5,PS,01JUL17
ALABAMA,1,101920,Jefferson County,10192000706,Gardendale High Sch,328,88,.,.,1,PS,81,75-79,8,GE50,.,.,238,90-94,39,60-69,99,70-74,3,PS,01JUL17
ALABAMA,1,101920,Jefferson County,10192000717,Hueytown High Sch,248,85,1,PS,2,PS,96,85-89,17,60-79,2,PS,130,85-89,46,60-69,130,80-84,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000725,McAdory High Sch,248,88,.,.,2,PS,120,85-89,22,GE80,.,.,104,85-89,31,50-59,107,80-84,7,GE50,01JUL17
ALABAMA,1,101920,Jefferson County,10192000728,Mortimer Jordan High Sch,202,88,1,PS,1,PS,11,GE50,1,PS,.,.,188,85-89,30,40-59,73,75-79,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000732,Oak Grove High Sch,122,85-89,1,PS,.,.,3,PS,.,.,.,.,118,85-89,18,40-59,41,80-89,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000734,Pinson Valley High Sch,264,88,.,.,1,PS,104,85-89,41,80-89,.,.,118,85-89,46,70-79,149,85-89,10,GE50,01JUL17
ALABAMA,1,101920,Jefferson County,10192000737,Pleasant Grove High Sch,140,90-94,.,.,.,.,110,85-89,2,PS,.,.,28,GE80,19,40-59,73,85-89,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192000744,Shades Valley High Sch,335,94,.,.,10,GE50,221,90-94,16,GE80,.,.,88,GE95,29,60-79,161,90-94,3,PS,01JUL17
ALABAMA,1,101920,Jefferson County,10192001680,William E Burkett Multi-Handicapped Ctr,9,LT50,.,.,.,.,6,LT50,.,.,.,.,3,PS,9,LT50,3,PS,.,.,01JUL17
ALABAMA,1,101920,Jefferson County,10192001752,Minor High Sch,261,85,.,.,1,PS,224,85-89,4,PS,.,.,32,60-69,37,50-59,192,80-84,3,PS,01JUL17
ALABAMA,1,101950,Lamar County,10195000756,Sulligent Sch,56,80-89,.,.,.,.,10,GE50,1,PS,.,.,45,80-89,3,PS,35,70-79,.,.,01JUL17
ALABAMA,1,101950,Lamar County,10195001511,Lamar Co High-Intermediate,63,85-89,.,.,.,.,13,GE50,2,PS,.,.,48,80-89,7,GE50,37,70-79,.,.,01JUL17
ALABAMA,1,101950,Lamar County,10195001720,South Lamar Sch,44,80-89,.,.,1,PS,3,PS,2,PS,1,PS,37,80-89,4,PS,18,GE80,.,.,01JUL17
ALABAMA,1,101980,Lanett City,10198000759,Lanett Senior High Sch,61,70-74,.,.,.,.,54,70-79,.,.,.,.,7,LT50,12,LT50,50,70-79,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000764,Brooks High Sch,136,90-94,.,.,.,.,6,GE50,1,PS,1,PS,128,90-94,14,GE50,48,80-89,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000765,Central High Sch,103,90-94,2,PS,.,.,8,GE50,1,PS,2,PS,90,90-94,13,GE50,59,GE90,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000767,Lauderdale Co High Sch,88,90-94,1,PS,1,PS,4,PS,.,.,1,PS,81,90-94,9,GE50,44,GE90,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000770,Lexington Sch,77,GE95,.,.,.,.,.,.,.,.,.,.,77,GE95,9,GE50,26,GE80,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000772,Rogers High Sch,118,GE95,.,.,.,.,1,PS,.,.,.,.,117,GE95,5,PS,35,GE90,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000774,Waterloo High Sch,22,60-79,.,.,.,.,.,.,.,.,.,.,22,60-79,3,PS,17,60-79,.,.,01JUL17
ALABAMA,1,102010,Lauderdale County,10201000775,Wilson High Sch,116,85-89,.,.,.,.,.,.,.,.,1,PS,115,85-89,10,LT50,60,70-79,.,.,01JUL17
ALABAMA,1,102040,Lawrence County,10204000776,R A Hubbard High Sch,26,60-79,4,PS,.,.,14,GE50,.,.,.,.,8,GE50,5,PS,19,GE80,.,.,01JUL17
ALABAMA,1,102040,Lawrence County,10204000780,Hatton High Sch,57,GE90,14,GE50,1,PS,1,PS,2,PS,.,.,39,80-89,7,GE50,27,GE80,.,.,01JUL17
ALABAMA,1,102040,Lawrence County,10204000783,Lawrence Co High Sch,157,85-89,61,GE95,.,.,4,PS,3,PS,.,.,89,80-84,16,60-79,88,80-84,1,PS,01JUL17
ALABAMA,1,102040,Lawrence County,10204001546,East Lawrence High Sch,84,90-94,2,PS,.,.,10,GE50,2,PS,.,.,70,90-94,2,PS,45,80-89,.,.,01JUL17
ALABAMA,1,102040,Lawrence County,10204002211,Lawrence County Developmental,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,3,PS,3,PS,.,.,01JUL17
ALABAMA,1,102070,Lee County,10207000790,Beauregard High Sch,201,76,2,PS,.,.,40,80-89,2,PS,3,PS,154,70-74,14,LT50,109,65-69,.,.,01JUL17
ALABAMA,1,102070,Lee County,10207000791,Beulah High Sch,80,85-89,1,PS,.,.,20,GE80,.,.,.,.,59,80-89,5,PS,48,80-89,.,.,01JUL17
ALABAMA,1,102070,Lee County,10207000792,Loachapoka High Sch,36,80-89,.,.,.,.,28,60-79,5,PS,.,.,3,PS,4,PS,29,60-79,.,.,01JUL17
ALABAMA,1,102070,Lee County,10207000795,Smiths Station High Sch,473,88,3,PS,5,PS,106,90-94,13,GE50,4,PS,342,86,42,60-69,159,80-84,.,.,01JUL17
ALABAMA,1,102070,Lee County,10207002197,Smith Station Freshman Ctr,15,LT50,.,.,.,.,3,PS,1,PS,.,.,11,LT50,4,PS,9,LT50,.,.,01JUL17
ALABAMA,1,102100,Limestone County,10210000797,Ardmore High Sch,139,90-94,1,PS,2,PS,2,PS,2,PS,.,.,132,GE95,18,60-79,49,80-89,.,.,01JUL17
ALABAMA,1,102100,Limestone County,10210000799,Clements High Sch,86,85-89,2,PS,.,.,5,PS,6,GE50,.,.,73,85-89,11,GE50,38,70-79,.,.,01JUL17
ALABAMA,1,102100,Limestone County,10210000800,East Limestone High Sch,181,90-94,2,PS,2,PS,29,GE80,3,PS,.,.,145,90-94,9,GE50,52,GE90,.,.,01JUL17
ALABAMA,1,102100,Limestone County,10210000808,Tanner High Sch,62,85-89,.,.,.,.,19,GE80,16,GE80,4,PS,23,GE80,9,GE50,45,80-89,.,.,01JUL17
ALABAMA,1,102100,Limestone County,10210000810,West Limestone High Sch,109,90-94,.,.,1,PS,2,PS,8,GE50,.,.,98,90-94,10,GE50,47,80-89,1,PS,01JUL17
ALABAMA,1,102100,Limestone County,10210001549,Elkmont High Sch,105,80-84,1,PS,1,PS,3,PS,13,GE50,2,PS,85,80-84,16,60-79,45,70-79,3,PS,01JUL17
ALABAMA,1,102130,Linden City,10213000813,Linden High Sch,44,80-89,.,.,.,.,43,80-89,.,.,.,.,1,PS,3,PS,32,80-89,.,.,01JUL17
ALABAMA,1,102160,Lowndes County,10216000815,Calhoun High Sch,74,85-89,.,.,.,.,74,85-89,.,.,.,.,.,.,7,GE50,43,80-89,.,.,01JUL17
ALABAMA,1,102160,Lowndes County,10216000817,Central High Sch,57,80-89,.,.,.,.,57,80-89,.,.,.,.,.,.,5,PS,37,GE90,.,.,01JUL17
ALABAMA,1,102190,Macon County,10219000824,Notasulga High Sch,37,GE90,.,.,.,.,37,GE90,.,.,.,.,.,.,4,PS,21,GE80,.,.,01JUL17
ALABAMA,1,102190,Macon County,10219001811,Booker T Washington High,173,80-84,.,.,.,.,170,85-89,.,.,.,.,3,PS,20,40-59,97,75-79,.,.,01JUL17
ALABAMA,1,102220,Madison County,10222000556,Madison Co High Sch,127,85-89,15,GE50,.,.,18,60-79,1,PS,1,PS,92,90-94,16,40-59,48,70-79,.,.,01JUL17
ALABAMA,1,102220,Madison County,10222000836,Hazel Green High Sch,370,92,22,GE80,8,GE50,65,90-94,11,GE50,4,PS,260,90-94,36,50-59,122,80-84,.,.,01JUL17
ALABAMA,1,102220,Madison County,10222000843,New Hope High Sch,108,85-89,17,GE80,.,.,5,PS,3,PS,1,PS,82,85-89,11,LT50,45,70-79,1,PS,01JUL17
ALABAMA,1,102220,Madison County,10222000848,Sparkman High Sch,596,88,20,GE80,14,GE50,209,85-89,15,GE50,3,PS,335,90,62,55-59,161,80-84,4,PS,01JUL17
ALABAMA,1,102220,Madison County,10222001683,Buckhorn High Sch,368,92,32,80-89,5,PS,70,90-94,10,GE50,7,GE50,244,90-94,29,40-59,108,85-89,3,PS,01JUL17
ALABAMA,1,102220,Madison County,10222001821,Sparkman Ninth Grade Sch,2,PS,1,PS,.,.,.,.,.,.,.,.,1,PS,2,PS,2,PS,.,.,01JUL17
ALABAMA,1,102250,Marengo County,10225000852,Amelia L. Johnson High Sch,24,GE80,.,.,.,.,24,GE80,.,.,.,.,.,.,2,PS,24,GE80,.,.,01JUL17
ALABAMA,1,102250,Marengo County,10225000856,Marengo High Sch,8,GE50,.,.,.,.,8,GE50,.,.,.,.,.,.,1,PS,8,GE50,.,.,01JUL17
ALABAMA,1,102250,Marengo County,10225000857,Sweet Water High Sch,44,GE90,.,.,.,.,19,GE80,.,.,.,.,25,GE80,3,PS,25,GE80,.,.,01JUL17
ALABAMA,1,102310,Marion County,10231000862,Brilliant High Sch,19,GE80,.,.,.,.,.,.,.,.,.,.,19,GE80,5,PS,14,GE50,.,.,01JUL17
ALABAMA,1,102310,Marion County,10231000863,Marion Co High Sch,39,80-89,.,.,.,.,3,PS,.,.,1,PS,35,GE90,4,PS,18,60-79,.,.,01JUL17
ALABAMA,1,102310,Marion County,10231000866,Hackleburg Sch,41,80-89,.,.,.,.,.,.,.,.,.,.,41,80-89,4,PS,22,GE80,.,.,01JUL17
ALABAMA,1,102310,Marion County,10231000868,Hamilton High Sch,107,85-89,.,.,1,PS,10,GE50,7,GE50,1,PS,88,85-89,11,LT50,50,80-89,1,PS,01JUL17
ALABAMA,1,102310,Marion County,10231000869,Phillips High Sch,43,70-79,.,.,.,.,.,.,1,PS,3,PS,39,70-79,4,PS,36,70-79,.,.,01JUL17
ALABAMA,1,102310,Marion County,10231000985,Marion Co Alt Sch,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,.,.,4,PS,.,.,01JUL17
ALABAMA,1,102350,Midfield City,10235000891,Midfield High Sch,102,85-89,.,.,1,PS,99,85-89,.,.,.,.,2,PS,11,GE50,59,80-89,1,PS,01JUL17
ALABAMA,1,102370,Mobile County,10237000898,Ben C Rain High Sch,224,87,.,.,1,PS,209,85-89,4,PS,1,PS,9,GE50,28,60-79,157,80-84,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000899,Baker High Sch,628,93,6,GE50,15,GE50,208,90-94,26,GE80,12,GE50,361,92,50,40-49,146,80-84,8,GE50,01JUL17
ALABAMA,1,102370,Mobile County,10237000900,Mattie T Blount High Sch,282,79,.,.,.,.,280,80-84,.,.,.,.,2,PS,48,40-49,187,75-79,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000906,Citronelle High Sch,200,85-89,40,GE90,.,.,42,80-89,2,PS,7,GE50,109,85-89,26,40-59,88,75-79,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000912,WP Davidson High Sch,362,83,2,PS,26,GE80,215,75-79,14,GE50,9,GE50,96,85-89,40,11-19,124,65-69,8,GE50,01JUL17
ALABAMA,1,102370,Mobile County,10237000934,Mary G Montgomery High Sch,571,78,5,PS,11,GE50,77,80-84,21,GE80,3,PS,454,76,70,35-39,190,60-64,4,PS,01JUL17
ALABAMA,1,102370,Mobile County,10237000942,Murphy High Sch,595,86,.,.,7,GE50,442,84,14,GE50,8,GE50,124,90-94,61,30-34,254,75-79,2,PS,01JUL17
ALABAMA,1,102370,Mobile County,10237000962,John L Leflore Preparatory Acad,257,82,1,PS,.,.,252,80-84,2,PS,1,PS,1,PS,45,30-39,153,75-79,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000964,CF Vigor High Sch,239,78,.,.,.,.,233,75-79,2,PS,.,.,4,PS,28,40-59,189,75-79,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000969,Lillie B Williamson High Sch,161,80-84,.,.,.,.,158,80-84,2,PS,.,.,1,PS,33,50-59,122,80-84,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237000989,Alma Bryant High Sch,453,82,2,PS,34,GE90,57,80-89,14,GE50,15,GE50,331,79,43,20-29,163,70-74,4,PS,01JUL17
ALABAMA,1,102370,Mobile County,10237001038,Mobile Co Alt Sch,2,PS,.,.,.,.,1,PS,.,.,.,.,1,PS,.,.,2,PS,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237001605,Mobile Mental Health Ctr,3,PS,.,.,.,.,1,PS,.,.,.,.,2,PS,3,PS,2,PS,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237001618,Augusta Evans Sch,24,LE20,.,.,.,.,20,LE20,.,.,.,.,4,PS,24,LE20,7,LT50,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237001686,Continuous Learning Ctr,4,PS,.,.,.,.,3,PS,.,.,.,.,1,PS,2,PS,3,PS,.,.,01JUL17
ALABAMA,1,102370,Mobile County,10237001688,Theodore High Sch,422,77,2,PS,11,GE50,102,75-79,20,GE80,4,PS,283,75-79,60,20-29,166,65-69,7,GE50,01JUL17
ALABAMA,1,102370,Mobile County,10237002177,Evening Educational Options,48,40-49,1,PS,.,.,32,40-49,1,PS,.,.,14,LT50,2,PS,27,21-39,.,.,01JUL17
ALABAMA,1,102400,Monroe County,10240000973,Monroe Co High Sch,143,80-84,.,.,.,.,115,85-89,.,.,.,.,28,60-79,7,LT50,109,75-79,.,.,01JUL17
ALABAMA,1,102400,Monroe County,10240000975,Excel High Sch,100,85-89,.,.,1,PS,24,GE80,2,PS,3,PS,70,80-84,7,GE50,45,80-89,.,.,01JUL17
ALABAMA,1,102400,Monroe County,10240000979,J F Shields High Sch,15,GE50,.,.,.,.,15,GE50,.,.,.,.,.,.,4,PS,12,GE50,.,.,01JUL17
ALABAMA,1,102400,Monroe County,10240000980,J U Blacksher Sch,58,80-89,2,PS,.,.,9,GE50,1,PS,1,PS,45,80-89,3,PS,27,60-79,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243000504,Booker T Washington Magnet High Sch,115,GE95,.,.,3,PS,91,GE95,3,PS,1,PS,17,GE80,2,PS,17,GE80,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243001015,Carver Senior High Sch,315,76,.,.,1,PS,305,76,4,PS,.,.,5,PS,46,50-59,189,70-74,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243001024,Jefferson Davis High Sch,526,73,1,PS,3,PS,492,76,24,21-39,2,PS,4,PS,66,45-49,301,66,16,LE20,01JUL17
ALABAMA,1,102430,Montgomery County,10243001035,Lee High Sch,442,66,2,PS,2,PS,375,68,26,60-79,4,PS,33,40-49,66,45-49,304,60,6,GE50,01JUL17
ALABAMA,1,102430,Montgomery County,10243001036,Lanier Senior High Sch,253,77,.,.,.,.,250,75-79,1,PS,.,.,2,PS,44,50-59,171,70-74,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243001417,Loveless Academic Magnet Prog High Sch,123,GE95,.,.,36,GE90,25,GE80,3,PS,4,PS,55,GE90,.,.,6,GE50,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243001457,Brewbaker Tech Magnet High Sch,124,GE95,.,.,7,GE50,71,GE95,2,PS,1,PS,43,GE90,2,PS,19,GE80,1,PS,01JUL17
ALABAMA,1,102430,Montgomery County,10243001691,Childrens Ctr,6,LT50,.,.,.,.,5,PS,1,PS,.,.,.,.,6,LT50,.,.,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243002157,Paterson Acad of Creative Ed,16,LE20,.,.,.,.,15,LT50,.,.,.,.,1,PS,4,PS,14,LT50,.,.,01JUL17
ALABAMA,1,102430,Montgomery County,10243002214,Park Crossing High School,294,86,1,PS,12,GE50,223,85-89,9,GE50,2,PS,47,70-79,29,60-79,81,75-79,5,PS,01JUL17
ALABAMA,1,102480,Morgan County,10248001042,Danville High Sch,111,90-94,4,PS,.,.,2,PS,3,PS,1,PS,101,90-94,11,GE50,47,80-89,.,.,01JUL17
ALABAMA,1,102480,Morgan County,10248001044,Falkville High Sch,61,85-89,.,.,.,.,.,.,.,.,.,.,61,85-89,8,GE50,27,60-79,.,.,01JUL17
ALABAMA,1,102480,Morgan County,10248001048,Priceville High Sch,117,90-94,1,PS,.,.,4,PS,1,PS,.,.,111,90-94,8,LT50,28,60-79,.,.,01JUL17
ALABAMA,1,102480,Morgan County,10248001052,West Morgan High Sch,103,90-94,1,PS,.,.,12,GE50,17,GE80,.,.,73,90-94,6,LT50,53,80-89,3,PS,01JUL17
ALABAMA,1,102480,Morgan County,10248001696,Albert P Brewer High Sch,232,91,6,GE50,.,.,7,GE50,5,PS,.,.,214,90-94,36,60-69,99,80-84,1,PS,01JUL17
ALABAMA,1,102490,Mountain Brook City,10249001056,Mt Brook High Sch,334,98,1,PS,5,PS,1,PS,6,GE50,5,PS,316,98,21,60-79,.,.,.,.,01JUL17
ALABAMA,1,102520,Muscle Shoals City,10252001062,Muscle Shoals High Sch,214,97,.,.,6,GE50,45,GE90,9,GE50,.,.,154,GE95,11,GE50,57,GE90,.,.,01JUL17
